id,number,title,level,type,flags,course,day,lesson,depth,note
sec-intl.numberformat.prototype-%symbol.tostringtag%,16.3.7,Intl.NumberFormat.prototype [ %Symbol.toStringTag% ],3,,,,,,,
sec-properties-of-intl-numberformat-instances,16.4,Properties of Intl.NumberFormat Instances,2,,,,,,,
sec-numberformat-abstracts,16.5,Abstract Operations for NumberFormat Objects,2,,,,,,,
sec-currencydigits,16.5.1,CurrencyDigits ( currency ),3,implementation-defined abstract operation,,,,,,
sec-number-format-functions,16.5.2,Number Format Functions,3,,,,,,,
sec-formatnumerictostring,16.5.3,"FormatNumericToString ( intlObject, x )",3,abstract operation,,,,,,
sec-partitionnumberpattern,16.5.4,"PartitionNumberPattern ( numberFormat, x )",3,abstract operation,,,,,,
sec-partitionnotationsubpattern,16.5.5,"PartitionNotationSubPattern ( numberFormat, x, n, exponent )",3,abstract operation,,,,,,
sec-formatnumber,16.5.6,"FormatNumeric ( numberFormat, x )",3,abstract operation,,,,,,
sec-formatnumbertoparts,16.5.7,"FormatNumericToParts ( numberFormat, x )",3,abstract operation,,,,,,
sec-torawprecision,16.5.8,"ToRawPrecision ( x, minPrecision, maxPrecision, unsignedRoundingMode )",3,abstract operation,,,,,,
sec-torawfixed,16.5.9,"ToRawFixed ( x, minFraction, maxFraction, roundingIncrement, unsignedRoundingMode )",3,abstract operation,,,,,,
sec-unwrapnumberformat,16.5.10,UnwrapNumberFormat ( nf ),3,abstract operation,normative-optional,,,,,
sec-getnumberformatpattern,16.5.11,"GetNumberFormatPattern ( numberFormat, x )",3,abstract operation,,,,,,
sec-getnotationsubpattern,16.5.12,"GetNotationSubPattern ( numberFormat, exponent )",3,abstract operation,,,,,,
sec-computeexponent,16.5.13,"ComputeExponent ( numberFormat, x )",3,abstract operation,,,,,,
sec-computeexponentformagnitude,16.5.14,"ComputeExponentForMagnitude ( numberFormat, magnitude )",3,abstract operation,,,,,,
sec-runtime-semantics-stringintlmv,16.5.15,Runtime Semantics: StringIntlMV,3,sdo,,,,,,
sec-tointlmathematicalvalue,16.5.16,ToIntlMathematicalValue ( value ),3,abstract operation,,,,,,
sec-getunsignedroundingmode,16.5.17,"GetUnsignedRoundingMode ( roundingMode, sign )",3,abstract operation,,,,,,
sec-applyunsignedroundingmode,16.5.18,"ApplyUnsignedRoundingMode ( x, r1, r2, unsignedRoundingMode )",3,abstract operation,,,,,,
sec-partitionnumberrangepattern,16.5.19,"PartitionNumberRangePattern ( numberFormat, x, y )",3,abstract operation,,,,,,
sec-formatapproximately,16.5.20,"FormatApproximately ( numberFormat, result )",3,abstract operation,,,,,,
sec-collapsenumberrange,16.5.21,"CollapseNumberRange ( numberFormat, result )",3,implementation-defined abstract operation,,,,,,
sec-formatnumericrange,16.5.22,"FormatNumericRange ( numberFormat, x, y )",3,abstract operation,,,,,,
sec-formatnumericrangetoparts,16.5.23,"FormatNumericRangeToParts ( numberFormat, x, y )",3,abstract operation,,,,,,
pluralrules-objects,17,PluralRules Objects,1,,,,,,,
sec-intl-pluralrules-constructor,17.1,The Intl.PluralRules Constructor,2,,,,,,,
sec-intl.pluralrules,17.1.1,"Intl.PluralRules ( [ locales [ , options ] ] )",3,,,,,,,
sec-properties-of-intl-pluralrules-constructor,17.2,Properties of the Intl.PluralRules Constructor,2,,,,,,,
sec-intl.pluralrules.prototype,17.2.1,Intl.PluralRules.prototype,3,,,,,,,
sec-intl.pluralrules.supportedlocalesof,17.2.2,"Intl.PluralRules.supportedLocalesOf ( locales [ , options ] )",3,,,,,,,
sec-intl.pluralrules-internal-slots,17.2.3,Internal slots,3,,,,,,,
sec-properties-of-intl-pluralrules-prototype-object,17.3,Properties of the Intl.PluralRules Prototype Object,2,,,,,,,
sec-intl.pluralrules.prototype.constructor,17.3.1,Intl.PluralRules.prototype.constructor,3,,,,,,,
sec-intl.pluralrules.prototype.resolvedoptions,17.3.2,Intl.PluralRules.prototype.resolvedOptions ( ),3,,,,,,,
sec-intl.pluralrules.prototype.select,17.3.3,Intl.PluralRules.prototype.select ( value ),3,,,,,,,
sec-intl.pluralrules.prototype.selectrange,17.3.4,"Intl.PluralRules.prototype.selectRange ( start, end )",3,,,,,,,
sec-intl.pluralrules.prototype-%symbol.tostringtag%,17.3.5,Intl.PluralRules.prototype [ %Symbol.toStringTag% ],3,,,,,,,
sec-properties-of-intl-pluralrules-instances,17.4,Properties of Intl.PluralRules Instances,2,,,,,,,
sec-intl-pluralrules-abstracts,17.5,Abstract Operations for PluralRules Objects,2,,,,,,,
sec-pluralruleselect,17.5.1,"PluralRuleSelect ( locale, type, notation, compactDisplay, s )",3,implementation-defined abstract operation,,,,,,
sec-resolveplural,17.5.2,"ResolvePlural ( pluralRules, n )",3,abstract operation,,,,,,
sec-pluralruleselectrange,17.5.3,"PluralRuleSelectRange ( locale, type, notation, compactDisplay, xp, yp )",3,implementation-defined abstract operation,,,,,,
sec-resolvepluralrange,17.5.4,"ResolvePluralRange ( pluralRules, x, y )",3,abstract operation,,,,,,
relativetimeformat-objects,18,RelativeTimeFormat Objects,1,,,,,,,
sec-intl-relativetimeformat-constructor,18.1,The Intl.RelativeTimeFormat Constructor,2,,,,,,,
sec-Intl.RelativeTimeFormat,18.1.1,"Intl.RelativeTimeFormat ( [ locales [ , options ] ] )",3,,,,,,,
sec-properties-of-intl-relativetimeformat-constructor,18.2,Properties of the Intl.RelativeTimeFormat Constructor,2,,,,,,,
sec-Intl.RelativeTimeFormat.prototype,18.2.1,Intl.RelativeTimeFormat.prototype,3,,,,,,,
sec-Intl.RelativeTimeFormat.supportedLocalesOf,18.2.2,"Intl.RelativeTimeFormat.supportedLocalesOf ( locales [ , options ] )",3,,,,,,,
sec-Intl.RelativeTimeFormat-internal-slots,18.2.3,Internal slots,3,,,,,,,
sec-properties-of-intl-relativetimeformat-prototype-object,18.3,Properties of the Intl.RelativeTimeFormat Prototype Object,2,,,,,,,
sec-Intl.RelativeTimeFormat.prototype.constructor,18.3.1,Intl.RelativeTimeFormat.prototype.constructor,3,,,,,,,
sec-intl.relativetimeformat.prototype.resolvedoptions,18.3.2,Intl.RelativeTimeFormat.prototype.resolvedOptions ( ),3,,,,,,,
sec-Intl.RelativeTimeFormat.prototype.format,18.3.3,"Intl.RelativeTimeFormat.prototype.format ( value, unit )",3,,,,,,,
sec-Intl.RelativeTimeFormat.prototype.formatToParts,18.3.4,"Intl.RelativeTimeFormat.prototype.formatToParts ( value, unit )",3,,,,,,,
sec-Intl.RelativeTimeFormat.prototype-toStringTag,18.3.5,Intl.RelativeTimeFormat.prototype [ %Symbol.toStringTag% ],3,,,,,,,
sec-properties-of-intl-relativetimeformat-instances,18.4,Properties of Intl.RelativeTimeFormat Instances,2,,,,,,,
sec-intl-relativetimeformat--abstracts,18.5,Abstract Operations for RelativeTimeFormat Objects,2,,,,,,,
sec-singularrelativetimeunit,18.5.1,SingularRelativeTimeUnit ( unit ),3,abstract operation,,,,,,
sec-PartitionRelativeTimePattern,18.5.2,"PartitionRelativeTimePattern ( relativeTimeFormat, value, unit )",3,abstract operation,,,,,,
sec-makepartslist,18.5.3,"MakePartsList ( pattern, unit, parts )",3,abstract operation,,,,,,
sec-FormatRelativeTime,18.5.4,"FormatRelativeTime ( relativeTimeFormat, value, unit )",3,abstract operation,,,,,,
sec-FormatRelativeTimeToParts,18.5.5,"FormatRelativeTimeToParts ( relativeTimeFormat, value, unit )",3,abstract operation,,,,,,
segmenter-objects,19,Segmenter Objects,1,,,,,,,
sec-intl-segmenter-constructor,19.1,The Intl.Segmenter Constructor,2,,,,,,,
sec-intl.segmenter,19.1.1,"Intl.Segmenter ( [ locales [ , options ] ] )",3,,,,,,,
sec-properties-of-intl-segmenter-constructor,19.2,Properties of the Intl.Segmenter Constructor,2,,,,,,,
sec-intl.segmenter.prototype,19.2.1,Intl.Segmenter.prototype,3,,,,,,,
sec-intl.segmenter.supportedlocalesof,19.2.2,"Intl.Segmenter.supportedLocalesOf ( locales [ , options ] )",3,,,,,,,
sec-intl.segmenter-internal-slots,19.2.3,Internal slots,3,,,,,,,
sec-properties-of-intl-segmenter-prototype-object,19.3,Properties of the Intl.Segmenter Prototype Object,2,,,,,,,
sec-intl.segmenter.prototype.constructor,19.3.1,Intl.Segmenter.prototype.constructor,3,,,,,,,
sec-intl.segmenter.prototype.resolvedoptions,19.3.2,Intl.Segmenter.prototype.resolvedOptions ( ),3,,,,,,,
sec-intl.segmenter.prototype.segment,19.3.3,Intl.Segmenter.prototype.segment ( string ),3,,,,,,,
sec-intl.segmenter.prototype-%symbol.tostringtag%,19.3.4,Intl.Segmenter.prototype [ %Symbol.toStringTag% ],3,,,,,,,
sec-properties-of-intl-segmenter-instances,19.4,Properties of Intl.Segmenter Instances,2,,,,,,,
sec-segments-objects,19.5,Segments Objects,2,,,,,,,
sec-createsegmentsobject,19.5.1,"CreateSegmentsObject ( segmenter, string )",3,abstract operation,,,,,,
sec-%intlsegmentsprototype%-object,19.5.2,The %IntlSegmentsPrototype% Object,3,,,,,,,
sec-%intlsegmentsprototype%.containing,19.5.2.1,%IntlSegmentsPrototype%.containing ( index ),4,,,,,,,
sec-%intlsegmentsprototype%-%symbol.iterator%,19.5.2.2,%IntlSegmentsPrototype% [ %Symbol.iterator% ] ( ),4,,,,,,,
sec-properties-of-segments-instances,19.5.3,Properties of Segments Instances,3,,,,,,,
sec-segment-iterator-objects,19.6,Segment Iterator Objects,2,,,,,,,
sec-createsegmentiterator,19.6.1,"CreateSegmentIterator ( segmenter, string )",3,abstract operation,,,,,,
sec-%intlsegmentiteratorprototype%-object,19.6.2,The %IntlSegmentIteratorPrototype% Object,3,,,,,,,
sec-%intlsegmentiteratorprototype%.next,19.6.2.1,%IntlSegmentIteratorPrototype%.next ( ),4,,,,,,,
sec-%intlsegmentiteratorprototype%.%symbol.tostringtag%,19.6.2.2,%IntlSegmentIteratorPrototype% [ %Symbol.toStringTag% ],4,,,,,,,
sec-properties-of-segment-iterator-instances,19.6.3,Properties of Segment Iterator Instances,3,,,,,,,
sec-segment-data-objects,19.7,Segment Data Objects,2,,,,,,,
sec-createsegmentdataobject,19.7.1,"CreateSegmentDataObject ( segmenter, string, startIndex, endIndex )",3,abstract operation,,,,,,
sec-intl-segmenter-abstracts,19.8,Abstract Operations for Segmenter Objects,2,,,,,,,
sec-findboundary,19.8.1,"FindBoundary ( segmenter, string, startIndex, direction )",3,abstract operation,,,,,,
locale-sensitive-functions,20,Locale Sensitive Functions of the ECMAScript Language Specification,1,,,,,,,
sup-properties-of-the-string-prototype-object,20.1,Properties of the String Prototype Object,2,,,,,,,
sup-String.prototype.localeCompare,20.1.1,"String.prototype.localeCompare ( that [ , locales [ , options ] ] )",3,,,,,,,
sup-string.prototype.tolocalelowercase,20.1.2,String.prototype.toLocaleLowerCase ( [ locales ] ),3,,,,,,,
sec-transform-case,20.1.2.1,"TransformCase ( S, locales, targetCase )",4,abstract operation,,,,,,
sup-string.prototype.tolocaleuppercase,20.1.3,String.prototype.toLocaleUpperCase ( [ locales ] ),3,,,,,,,
sup-properties-of-the-number-prototype-object,20.2,Properties of the Number Prototype Object,2,,,,,,,
sup-number.prototype.tolocalestring,20.2.1,"Number.prototype.toLocaleString ( [ locales [ , options ] ] )",3,,,,,,,
sup-properties-of-the-bigint-prototype-object,20.3,Properties of the BigInt Prototype Object,2,,,,,,,
sup-bigint.prototype.tolocalestring,20.3.1,"BigInt.prototype.toLocaleString ( [ locales [ , options ] ] )",3,,,,,,,
sup-properties-of-the-date-prototype-object,20.4,Properties of the Date Prototype Object,2,,,,,,,
sup-date.prototype.tolocalestring,20.4.1,"Date.prototype.toLocaleString ( [ locales [ , options ] ] )",3,,,,,,,
sup-date.prototype.tolocaledatestring,20.4.2,"Date.prototype.toLocaleDateString ( [ locales [ , options ] ] )",3,,,,,,,
sup-date.prototype.tolocaletimestring,20.4.3,"Date.prototype.toLocaleTimeString ( [ locales [ , options ] ] )",3,,,,,,,
sup-properties-of-the-array-prototype-object,20.5,Properties of the Array Prototype Object,2,,,,,,,
sup-array.prototype.tolocalestring,20.5.1,"Array.prototype.toLocaleString ( [ locales [ , options ] ] )",3,,,,,,,
annex-implementation-dependent-behaviour,A,Implementation Dependent Behaviour,1,,informative,,,,,
annex-incompatibilities,B,Additions and Changes That Introduce Incompatibilities with Prior Editions,1,,informative,,,,,
sec-colophon,C,Colophon,1,,informative,,,,,
