path,title,page_type,status,browser_compat,course,day,lesson,depth,note
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/compare,Temporal.Duration.compare(),javascript-static-method,,javascript.builtins.Temporal.Duration.compare,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/days,Temporal.Duration.prototype.days,javascript-instance-accessor-property,,javascript.builtins.Temporal.Duration.days,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/Duration,Temporal.Duration() constructor,javascript-constructor,,javascript.builtins.Temporal.Duration.Duration,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/from,Temporal.Duration.from(),javascript-static-method,,javascript.builtins.Temporal.Duration.from,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/hours,Temporal.Duration.prototype.hours,javascript-instance-accessor-property,,javascript.builtins.Temporal.Duration.hours,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/microseconds,Temporal.Duration.prototype.microseconds,javascript-instance-accessor-property,,javascript.builtins.Temporal.Duration.microseconds,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/milliseconds,Temporal.Duration.prototype.milliseconds,javascript-instance-accessor-property,,javascript.builtins.Temporal.Duration.milliseconds,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/minutes,Temporal.Duration.prototype.minutes,javascript-instance-accessor-property,,javascript.builtins.Temporal.Duration.minutes,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/months,Temporal.Duration.prototype.months,javascript-instance-accessor-property,,javascript.builtins.Temporal.Duration.months,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/nanoseconds,Temporal.Duration.prototype.nanoseconds,javascript-instance-accessor-property,,javascript.builtins.Temporal.Duration.nanoseconds,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/negated,Temporal.Duration.prototype.negated(),javascript-instance-method,,javascript.builtins.Temporal.Duration.negated,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/round,Temporal.Duration.prototype.round(),javascript-instance-method,,javascript.builtins.Temporal.Duration.round,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/seconds,Temporal.Duration.prototype.seconds,javascript-instance-accessor-property,,javascript.builtins.Temporal.Duration.seconds,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/sign,Temporal.Duration.prototype.sign,javascript-instance-accessor-property,,javascript.builtins.Temporal.Duration.sign,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/subtract,Temporal.Duration.prototype.subtract(),javascript-instance-method,,javascript.builtins.Temporal.Duration.subtract,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/toJSON,Temporal.Duration.prototype.toJSON(),javascript-instance-method,,javascript.builtins.Temporal.Duration.toJSON,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/toLocaleString,Temporal.Duration.prototype.toLocaleString(),javascript-instance-method,,javascript.builtins.Temporal.Duration.toLocaleString,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/toString,Temporal.Duration.prototype.toString(),javascript-instance-method,,javascript.builtins.Temporal.Duration.toString,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/total,Temporal.Duration.prototype.total(),javascript-instance-method,,javascript.builtins.Temporal.Duration.total,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/valueOf,Temporal.Duration.prototype.valueOf(),javascript-instance-method,,javascript.builtins.Temporal.Duration.valueOf,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/weeks,Temporal.Duration.prototype.weeks,javascript-instance-accessor-property,,javascript.builtins.Temporal.Duration.weeks,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/with,Temporal.Duration.prototype.with(),javascript-instance-method,,javascript.builtins.Temporal.Duration.with,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/years,Temporal.Duration.prototype.years,javascript-instance-accessor-property,,javascript.builtins.Temporal.Duration.years,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Instant,Temporal.Instant,javascript-class,,javascript.builtins.Temporal.Instant,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Instant/add,Temporal.Instant.prototype.add(),javascript-instance-method,,javascript.builtins.Temporal.Instant.add,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Instant/compare,Temporal.Instant.compare(),javascript-static-method,,javascript.builtins.Temporal.Instant.compare,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Instant/epochMilliseconds,Temporal.Instant.prototype.epochMilliseconds,javascript-instance-accessor-property,,javascript.builtins.Temporal.Instant.epochMilliseconds,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Instant/epochNanoseconds,Temporal.Instant.prototype.epochNanoseconds,javascript-instance-accessor-property,,javascript.builtins.Temporal.Instant.epochNanoseconds,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Instant/equals,Temporal.Instant.prototype.equals(),javascript-instance-method,,javascript.builtins.Temporal.Instant.equals,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Instant/from,Temporal.Instant.from(),javascript-static-method,,javascript.builtins.Temporal.Instant.from,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Instant/fromEpochMilliseconds,Temporal.Instant.fromEpochMilliseconds(),javascript-static-method,,javascript.builtins.Temporal.Instant.fromEpochMilliseconds,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Instant/fromEpochNanoseconds,Temporal.Instant.fromEpochNanoseconds(),javascript-static-method,,javascript.builtins.Temporal.Instant.fromEpochNanoseconds,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Instant/Instant,Temporal.Instant() constructor,javascript-constructor,,javascript.builtins.Temporal.Instant.Instant,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Instant/round,Temporal.Instant.prototype.round(),javascript-instance-method,,javascript.builtins.Temporal.Instant.round,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Instant/since,Temporal.Instant.prototype.since(),javascript-instance-method,,javascript.builtins.Temporal.Instant.since,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Instant/subtract,Temporal.Instant.prototype.subtract(),javascript-instance-method,,javascript.builtins.Temporal.Instant.subtract,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Instant/toJSON,Temporal.Instant.prototype.toJSON(),javascript-instance-method,,javascript.builtins.Temporal.Instant.toJSON,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Instant/toLocaleString,Temporal.Instant.prototype.toLocaleString(),javascript-instance-method,,javascript.builtins.Temporal.Instant.toLocaleString,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Instant/toString,Temporal.Instant.prototype.toString(),javascript-instance-method,,javascript.builtins.Temporal.Instant.toString,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Instant/toZonedDateTimeISO,Temporal.Instant.prototype.toZonedDateTimeISO(),javascript-instance-method,,javascript.builtins.Temporal.Instant.toZonedDateTimeISO,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Instant/until,Temporal.Instant.prototype.until(),javascript-instance-method,,javascript.builtins.Temporal.Instant.until,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Instant/valueOf,Temporal.Instant.prototype.valueOf(),javascript-instance-method,,javascript.builtins.Temporal.Instant.valueOf,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Now,Temporal.Now,javascript-namespace,,javascript.builtins.Temporal.Now,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Now/instant,Temporal.Now.instant(),javascript-static-method,,javascript.builtins.Temporal.Now.instant,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Now/plainDateISO,Temporal.Now.plainDateISO(),javascript-static-method,,javascript.builtins.Temporal.Now.plainDateISO,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Now/plainDateTimeISO,Temporal.Now.plainDateTimeISO(),javascript-static-method,,javascript.builtins.Temporal.Now.plainDateTimeISO,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Now/plainTimeISO,Temporal.Now.plainTimeISO(),javascript-static-method,,javascript.builtins.Temporal.Now.plainTimeISO,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Now/timeZoneId,Temporal.Now.timeZoneId(),javascript-static-method,,javascript.builtins.Temporal.Now.timeZoneId,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Now/zonedDateTimeISO,Temporal.Now.zonedDateTimeISO(),javascript-static-method,,javascript.builtins.Temporal.Now.zonedDateTimeISO,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate,Temporal.PlainDate,javascript-class,,javascript.builtins.Temporal.PlainDate,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/add,Temporal.PlainDate.prototype.add(),javascript-instance-method,,javascript.builtins.Temporal.PlainDate.add,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/calendarId,Temporal.PlainDate.prototype.calendarId,javascript-instance-accessor-property,,javascript.builtins.Temporal.PlainDate.calendarId,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/compare,Temporal.PlainDate.compare(),javascript-static-method,,javascript.builtins.Temporal.PlainDate.compare,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/day,Temporal.PlainDate.prototype.day,javascript-instance-accessor-property,,javascript.builtins.Temporal.PlainDate.day,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/dayOfWeek,Temporal.PlainDate.prototype.dayOfWeek,javascript-instance-accessor-property,,javascript.builtins.Temporal.PlainDate.dayOfWeek,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/dayOfYear,Temporal.PlainDate.prototype.dayOfYear,javascript-instance-accessor-property,,javascript.builtins.Temporal.PlainDate.dayOfYear,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/daysInMonth,Temporal.PlainDate.prototype.daysInMonth,javascript-instance-accessor-property,,javascript.builtins.Temporal.PlainDate.daysInMonth,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/daysInWeek,Temporal.PlainDate.prototype.daysInWeek,javascript-instance-accessor-property,,javascript.builtins.Temporal.PlainDate.daysInWeek,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/daysInYear,Temporal.PlainDate.prototype.daysInYear,javascript-instance-accessor-property,,javascript.builtins.Temporal.PlainDate.daysInYear,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/equals,Temporal.PlainDate.prototype.equals(),javascript-instance-method,,javascript.builtins.Temporal.PlainDate.equals,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/era,Temporal.PlainDate.prototype.era,javascript-instance-accessor-property,,javascript.builtins.Temporal.PlainDate.era,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/eraYear,Temporal.PlainDate.prototype.eraYear,javascript-instance-accessor-property,,javascript.builtins.Temporal.PlainDate.eraYear,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/from,Temporal.PlainDate.from(),javascript-static-method,,javascript.builtins.Temporal.PlainDate.from,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/inLeapYear,Temporal.PlainDate.prototype.inLeapYear,javascript-instance-accessor-property,,javascript.builtins.Temporal.PlainDate.inLeapYear,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/month,Temporal.PlainDate.prototype.month,javascript-instance-accessor-property,,javascript.builtins.Temporal.PlainDate.month,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/monthCode,Temporal.PlainDate.prototype.monthCode,javascript-instance-accessor-property,,javascript.builtins.Temporal.PlainDate.monthCode,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/monthsInYear,Temporal.PlainDate.prototype.monthsInYear,javascript-instance-accessor-property,,javascript.builtins.Temporal.PlainDate.monthsInYear,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/PlainDate,Temporal.PlainDate() constructor,javascript-constructor,,javascript.builtins.Temporal.PlainDate.PlainDate,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/since,Temporal.PlainDate.prototype.since(),javascript-instance-method,,javascript.builtins.Temporal.PlainDate.since,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/subtract,Temporal.PlainDate.prototype.subtract(),javascript-instance-method,,javascript.builtins.Temporal.PlainDate.subtract,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/toJSON,Temporal.PlainDate.prototype.toJSON(),javascript-instance-method,,javascript.builtins.Temporal.PlainDate.toJSON,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/toLocaleString,Temporal.PlainDate.prototype.toLocaleString(),javascript-instance-method,,javascript.builtins.Temporal.PlainDate.toLocaleString,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/toPlainDateTime,Temporal.PlainDate.prototype.toPlainDateTime(),javascript-instance-method,,javascript.builtins.Temporal.PlainDate.toPlainDateTime,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/toPlainMonthDay,Temporal.PlainDate.prototype.toPlainMonthDay(),javascript-instance-method,,javascript.builtins.Temporal.PlainDate.toPlainMonthDay,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/toPlainYearMonth,Temporal.PlainDate.prototype.toPlainYearMonth(),javascript-instance-method,,javascript.builtins.Temporal.PlainDate.toPlainYearMonth,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/toString,Temporal.PlainDate.prototype.toString(),javascript-instance-method,,javascript.builtins.Temporal.PlainDate.toString,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/toZonedDateTime,Temporal.PlainDate.prototype.toZonedDateTime(),javascript-instance-method,,javascript.builtins.Temporal.PlainDate.toZonedDateTime,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/until,Temporal.PlainDate.prototype.until(),javascript-instance-method,,javascript.builtins.Temporal.PlainDate.until,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/valueOf,Temporal.PlainDate.prototype.valueOf(),javascript-instance-method,,javascript.builtins.Temporal.PlainDate.valueOf,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/weekOfYear,Temporal.PlainDate.prototype.weekOfYear,javascript-instance-accessor-property,,javascript.builtins.Temporal.PlainDate.weekOfYear,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/with,Temporal.PlainDate.prototype.with(),javascript-instance-method,,javascript.builtins.Temporal.PlainDate.with,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/withCalendar,Temporal.PlainDate.prototype.withCalendar(),javascript-instance-method,,javascript.builtins.Temporal.PlainDate.withCalendar,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/year,Temporal.PlainDate.prototype.year,javascript-instance-accessor-property,,javascript.builtins.Temporal.PlainDate.year,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDate/yearOfWeek,Temporal.PlainDate.prototype.yearOfWeek,javascript-instance-accessor-property,,javascript.builtins.Temporal.PlainDate.yearOfWeek,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/PlainDateTime,Temporal.PlainDateTime,javascript-class,,javascript.builtins.Temporal.PlainDateTime,,,,,
