path,title,page_type,status,browser_compat,course,day,lesson,depth,note
Web/JavaScript/Reference/Global_Objects/Date/getSeconds,Date.prototype.getSeconds(),javascript-instance-method,,javascript.builtins.Date.getSeconds,,,,,
Web/JavaScript/Reference/Global_Objects/Date/getTime,Date.prototype.getTime(),javascript-instance-method,,javascript.builtins.Date.getTime,,,,,
Web/JavaScript/Reference/Global_Objects/Date/getTimezoneOffset,Date.prototype.getTimezoneOffset(),javascript-instance-method,,javascript.builtins.Date.getTimezoneOffset,,,,,
Web/JavaScript/Reference/Global_Objects/Date/getUTCDate,Date.prototype.getUTCDate(),javascript-instance-method,,javascript.builtins.Date.getUTCDate,,,,,
Web/JavaScript/Reference/Global_Objects/Date/getUTCDay,Date.prototype.getUTCDay(),javascript-instance-method,,javascript.builtins.Date.getUTCDay,,,,,
Web/JavaScript/Reference/Global_Objects/Date/getUTCFullYear,Date.prototype.getUTCFullYear(),javascript-instance-method,,javascript.builtins.Date.getUTCFullYear,,,,,
Web/JavaScript/Reference/Global_Objects/Date/getUTCHours,Date.prototype.getUTCHours(),javascript-instance-method,,javascript.builtins.Date.getUTCHours,,,,,
Web/JavaScript/Reference/Global_Objects/Date/getUTCMilliseconds,Date.prototype.getUTCMilliseconds(),javascript-instance-method,,javascript.builtins.Date.getUTCMilliseconds,,,,,
Web/JavaScript/Reference/Global_Objects/Date/getUTCMinutes,Date.prototype.getUTCMinutes(),javascript-instance-method,,javascript.builtins.Date.getUTCMinutes,,,,,
Web/JavaScript/Reference/Global_Objects/Date/getUTCMonth,Date.prototype.getUTCMonth(),javascript-instance-method,,javascript.builtins.Date.getUTCMonth,,,,,
Web/JavaScript/Reference/Global_Objects/Date/getUTCSeconds,Date.prototype.getUTCSeconds(),javascript-instance-method,,javascript.builtins.Date.getUTCSeconds,,,,,
Web/JavaScript/Reference/Global_Objects/Date/getYear,Date.prototype.getYear(),javascript-instance-method,deprecated,javascript.builtins.Date.getYear,,,,,
Web/JavaScript/Reference/Global_Objects/Date/now,Date.now(),javascript-static-method,,javascript.builtins.Date.now,,,,,
Web/JavaScript/Reference/Global_Objects/Date/parse,Date.parse(),javascript-static-method,,javascript.builtins.Date.parse,,,,,
Web/JavaScript/Reference/Global_Objects/Date/setDate,Date.prototype.setDate(),javascript-instance-method,,javascript.builtins.Date.setDate,,,,,
Web/JavaScript/Reference/Global_Objects/Date/setFullYear,Date.prototype.setFullYear(),javascript-instance-method,,javascript.builtins.Date.setFullYear,,,,,
Web/JavaScript/Reference/Global_Objects/Date/setHours,Date.prototype.setHours(),javascript-instance-method,,javascript.builtins.Date.setHours,,,,,
Web/JavaScript/Reference/Global_Objects/Date/setMilliseconds,Date.prototype.setMilliseconds(),javascript-instance-method,,javascript.builtins.Date.setMilliseconds,,,,,
Web/JavaScript/Reference/Global_Objects/Date/setMinutes,Date.prototype.setMinutes(),javascript-instance-method,,javascript.builtins.Date.setMinutes,,,,,
Web/JavaScript/Reference/Global_Objects/Date/setMonth,Date.prototype.setMonth(),javascript-instance-method,,javascript.builtins.Date.setMonth,,,,,
Web/JavaScript/Reference/Global_Objects/Date/setSeconds,Date.prototype.setSeconds(),javascript-instance-method,,javascript.builtins.Date.setSeconds,,,,,
Web/JavaScript/Reference/Global_Objects/Date/setTime,Date.prototype.setTime(),javascript-instance-method,,javascript.builtins.Date.setTime,,,,,
Web/JavaScript/Reference/Global_Objects/Date/setUTCDate,Date.prototype.setUTCDate(),javascript-instance-method,,javascript.builtins.Date.setUTCDate,,,,,
Web/JavaScript/Reference/Global_Objects/Date/setUTCFullYear,Date.prototype.setUTCFullYear(),javascript-instance-method,,javascript.builtins.Date.setUTCFullYear,,,,,
Web/JavaScript/Reference/Global_Objects/Date/setUTCHours,Date.prototype.setUTCHours(),javascript-instance-method,,javascript.builtins.Date.setUTCHours,,,,,
Web/JavaScript/Reference/Global_Objects/Date/setUTCMilliseconds,Date.prototype.setUTCMilliseconds(),javascript-instance-method,,javascript.builtins.Date.setUTCMilliseconds,,,,,
Web/JavaScript/Reference/Global_Objects/Date/setUTCMinutes,Date.prototype.setUTCMinutes(),javascript-instance-method,,javascript.builtins.Date.setUTCMinutes,,,,,
Web/JavaScript/Reference/Global_Objects/Date/setUTCMonth,Date.prototype.setUTCMonth(),javascript-instance-method,,javascript.builtins.Date.setUTCMonth,,,,,
Web/JavaScript/Reference/Global_Objects/Date/setUTCSeconds,Date.prototype.setUTCSeconds(),javascript-instance-method,,javascript.builtins.Date.setUTCSeconds,,,,,
Web/JavaScript/Reference/Global_Objects/Date/setYear,Date.prototype.setYear(),javascript-instance-method,deprecated,javascript.builtins.Date.setYear,,,,,
Web/JavaScript/Reference/Global_Objects/Date/Symbol.toPrimitive,Date.prototype[Symbol.toPrimitive](),javascript-instance-method,,javascript.builtins.Date.@@toPrimitive,,,,,
Web/JavaScript/Reference/Global_Objects/Date/toDateString,Date.prototype.toDateString(),javascript-instance-method,,javascript.builtins.Date.toDateString,,,,,
Web/JavaScript/Reference/Global_Objects/Date/toISOString,Date.prototype.toISOString(),javascript-instance-method,,javascript.builtins.Date.toISOString,,,,,
Web/JavaScript/Reference/Global_Objects/Date/toJSON,Date.prototype.toJSON(),javascript-instance-method,,javascript.builtins.Date.toJSON,,,,,
Web/JavaScript/Reference/Global_Objects/Date/toLocaleDateString,Date.prototype.toLocaleDateString(),javascript-instance-method,,javascript.builtins.Date.toLocaleDateString,,,,,
Web/JavaScript/Reference/Global_Objects/Date/toLocaleString,Date.prototype.toLocaleString(),javascript-instance-method,,javascript.builtins.Date.toLocaleString,,,,,
Web/JavaScript/Reference/Global_Objects/Date/toLocaleTimeString,Date.prototype.toLocaleTimeString(),javascript-instance-method,,javascript.builtins.Date.toLocaleTimeString,,,,,
Web/JavaScript/Reference/Global_Objects/Date/toString,Date.prototype.toString(),javascript-instance-method,,javascript.builtins.Date.toString,,,,,
Web/JavaScript/Reference/Global_Objects/Date/toTemporalInstant,Date.prototype.toTemporalInstant(),javascript-instance-method,,javascript.builtins.Date.toTemporalInstant,,,,,
Web/JavaScript/Reference/Global_Objects/Date/toTimeString,Date.prototype.toTimeString(),javascript-instance-method,,javascript.builtins.Date.toTimeString,,,,,
Web/JavaScript/Reference/Global_Objects/Date/toUTCString,Date.prototype.toUTCString(),javascript-instance-method,,javascript.builtins.Date.toUTCString,,,,,
Web/JavaScript/Reference/Global_Objects/Date/UTC,Date.UTC(),javascript-static-method,,javascript.builtins.Date.UTC,,,,,
Web/JavaScript/Reference/Global_Objects/Date/valueOf,Date.prototype.valueOf(),javascript-instance-method,,javascript.builtins.Date.valueOf,,,,,
Web/JavaScript/Reference/Global_Objects/decodeURI,decodeURI(),javascript-function,,javascript.builtins.decodeURI,,,,,
Web/JavaScript/Reference/Global_Objects/decodeURIComponent,decodeURIComponent(),javascript-function,,javascript.builtins.decodeURIComponent,,,,,
Web/JavaScript/Reference/Global_Objects/DisposableStack,DisposableStack,javascript-class,,javascript.builtins.DisposableStack,,,,,
Web/JavaScript/Reference/Global_Objects/DisposableStack/adopt,DisposableStack.prototype.adopt(),javascript-instance-method,,javascript.builtins.DisposableStack.adopt,,,,,
Web/JavaScript/Reference/Global_Objects/DisposableStack/defer,DisposableStack.prototype.defer(),javascript-instance-method,,javascript.builtins.DisposableStack.defer,,,,,
Web/JavaScript/Reference/Global_Objects/DisposableStack/DisposableStack,DisposableStack() constructor,javascript-constructor,,javascript.builtins.DisposableStack.DisposableStack,,,,,
Web/JavaScript/Reference/Global_Objects/DisposableStack/dispose,DisposableStack.prototype.dispose(),javascript-instance-method,,javascript.builtins.DisposableStack.dispose,,,,,
Web/JavaScript/Reference/Global_Objects/DisposableStack/disposed,DisposableStack.prototype.disposed,javascript-instance-accessor-property,,javascript.builtins.DisposableStack.disposed,,,,,
Web/JavaScript/Reference/Global_Objects/DisposableStack/move,DisposableStack.prototype.move(),javascript-instance-method,,javascript.builtins.DisposableStack.move,,,,,
Web/JavaScript/Reference/Global_Objects/DisposableStack/Symbol.dispose,DisposableStack.prototype[Symbol.dispose](),javascript-instance-method,,javascript.builtins.DisposableStack.@@dispose,,,,,
Web/JavaScript/Reference/Global_Objects/DisposableStack/use,DisposableStack.prototype.use(),javascript-instance-method,,javascript.builtins.DisposableStack.use,,,,,
Web/JavaScript/Reference/Global_Objects/encodeURI,encodeURI(),javascript-function,,javascript.builtins.encodeURI,,,,,
Web/JavaScript/Reference/Global_Objects/encodeURIComponent,encodeURIComponent(),javascript-function,,javascript.builtins.encodeURIComponent,,,,,
Web/JavaScript/Reference/Global_Objects/Error,Error,javascript-class,,javascript.builtins.Error,,,,,
Web/JavaScript/Reference/Global_Objects/Error/captureStackTrace,Error.captureStackTrace(),javascript-static-method,,javascript.builtins.Error.captureStackTrace,,,,,
Web/JavaScript/Reference/Global_Objects/Error/cause,Error: cause,javascript-instance-data-property,,javascript.builtins.Error.cause,,,,,
Web/JavaScript/Reference/Global_Objects/Error/columnNumber,Error: columnNumber,javascript-instance-data-property,non-standard,javascript.builtins.Error.columnNumber,,,,,
Web/JavaScript/Reference/Global_Objects/Error/Error,Error() constructor,javascript-constructor,,javascript.builtins.Error.Error,,,,,
Web/JavaScript/Reference/Global_Objects/Error/fileName,Error: fileName,javascript-instance-data-property,non-standard,javascript.builtins.Error.fileName,,,,,
Web/JavaScript/Reference/Global_Objects/Error/isError,Error.isError(),javascript-static-method,,javascript.builtins.Error.isError,,,,,
Web/JavaScript/Reference/Global_Objects/Error/lineNumber,Error: lineNumber,javascript-instance-data-property,non-standard,javascript.builtins.Error.lineNumber,,,,,
Web/JavaScript/Reference/Global_Objects/Error/message,Error: message,javascript-instance-data-property,,javascript.builtins.Error.message,,,,,
Web/JavaScript/Reference/Global_Objects/Error/name,Error.prototype.name,javascript-instance-data-property,,javascript.builtins.Error.name,,,,,
Web/JavaScript/Reference/Global_Objects/Error/stack,Error.prototype.stack,javascript-instance-data-property,non-standard,javascript.builtins.Error.stack,,,,,
Web/JavaScript/Reference/Global_Objects/Error/stackTraceLimit,Error.stackTraceLimit,javascript-static-data-property,non-standard,javascript.builtins.Error.stackTraceLimit,,,,,
Web/JavaScript/Reference/Global_Objects/Error/toString,Error.prototype.toString(),javascript-instance-method,,javascript.builtins.Error.toString,,,,,
Web/JavaScript/Reference/Global_Objects/escape,escape(),javascript-function,deprecated,javascript.builtins.escape,,,,,
Web/JavaScript/Reference/Global_Objects/eval,eval(),javascript-function,,javascript.builtins.eval,,,,,
Web/JavaScript/Reference/Global_Objects/EvalError,EvalError,javascript-class,,javascript.builtins.EvalError,,,,,
Web/JavaScript/Reference/Global_Objects/EvalError/EvalError,EvalError() constructor,javascript-constructor,,javascript.builtins.EvalError.EvalError,,,,,
Web/JavaScript/Reference/Global_Objects/FinalizationRegistry,FinalizationRegistry,javascript-class,,javascript.builtins.FinalizationRegistry,,,,,
Web/JavaScript/Reference/Global_Objects/FinalizationRegistry/FinalizationRegistry,FinalizationRegistry() constructor,javascript-constructor,,javascript.builtins.FinalizationRegistry.FinalizationRegistry,,,,,
Web/JavaScript/Reference/Global_Objects/FinalizationRegistry/register,FinalizationRegistry.prototype.register(),javascript-instance-method,,javascript.builtins.FinalizationRegistry.register,,,,,
Web/JavaScript/Reference/Global_Objects/FinalizationRegistry/unregister,FinalizationRegistry.prototype.unregister(),javascript-instance-method,,javascript.builtins.FinalizationRegistry.unregister,,,,,
Web/JavaScript/Reference/Global_Objects/Float16Array,Float16Array,javascript-class,,javascript.builtins.Float16Array,,,,,
Web/JavaScript/Reference/Global_Objects/Float16Array/Float16Array,Float16Array() constructor,javascript-constructor,,javascript.builtins.Float16Array.Float16Array,,,,,
Web/JavaScript/Reference/Global_Objects/Float32Array,Float32Array,javascript-class,,javascript.builtins.Float32Array,,,,,
Web/JavaScript/Reference/Global_Objects/Float32Array/Float32Array,Float32Array() constructor,javascript-constructor,,javascript.builtins.Float32Array.Float32Array,,,,,
Web/JavaScript/Reference/Global_Objects/Float64Array,Float64Array,javascript-class,,javascript.builtins.Float64Array,,,,,
Web/JavaScript/Reference/Global_Objects/Float64Array/Float64Array,Float64Array() constructor,javascript-constructor,,javascript.builtins.Float64Array.Float64Array,,,,,
Web/JavaScript/Reference/Global_Objects/Function,Function,javascript-class,,javascript.builtins.Function,,,,,
Web/JavaScript/Reference/Global_Objects/Function/apply,Function.prototype.apply(),javascript-instance-method,,javascript.builtins.Function.apply,,,,,
Web/JavaScript/Reference/Global_Objects/Function/arguments,Function.prototype.arguments,javascript-instance-accessor-property,deprecated non-standard,javascript.builtins.Function.arguments,,,,,
Web/JavaScript/Reference/Global_Objects/Function/bind,Function.prototype.bind(),javascript-instance-method,,javascript.builtins.Function.bind,,,,,
Web/JavaScript/Reference/Global_Objects/Function/call,Function.prototype.call(),javascript-instance-method,,javascript.builtins.Function.call,,,,,
Web/JavaScript/Reference/Global_Objects/Function/caller,Function.prototype.caller,javascript-instance-accessor-property,deprecated non-standard,javascript.builtins.Function.caller,,,,,
Web/JavaScript/Reference/Global_Objects/Function/displayName,Function: displayName,javascript-instance-data-property,non-standard,javascript.builtins.Function.displayName,,,,,
Web/JavaScript/Reference/Global_Objects/Function/Function,Function() constructor,javascript-constructor,,javascript.builtins.Function.Function,,,,,
Web/JavaScript/Reference/Global_Objects/Function/length,Function: length,javascript-instance-data-property,,javascript.builtins.Function.length,,,,,
Web/JavaScript/Reference/Global_Objects/Function/name,Function: name,javascript-instance-data-property,,javascript.builtins.Function.name,,,,,
Web/JavaScript/Reference/Global_Objects/Function/prototype,Function: prototype,javascript-instance-data-property,,,,,,,
Web/JavaScript/Reference/Global_Objects/Function/Symbol.hasInstance,Function.prototype[Symbol.hasInstance](),javascript-instance-method,,javascript.builtins.Function.@@hasInstance,,,,,
Web/JavaScript/Reference/Global_Objects/Function/toString,Function.prototype.toString(),javascript-instance-method,,javascript.builtins.Function.toString,,,,,
Web/JavaScript/Reference/Global_Objects/Generator,Generator,javascript-class,,javascript.builtins.Generator,,,,,
Web/JavaScript/Reference/Global_Objects/Generator/next,Generator.prototype.next(),javascript-instance-method,,javascript.builtins.Generator.next,,,,,
Web/JavaScript/Reference/Global_Objects/Generator/return,Generator.prototype.return(),javascript-instance-method,,javascript.builtins.Generator.return,,,,,
Web/JavaScript/Reference/Global_Objects/Generator/throw,Generator.prototype.throw(),javascript-instance-method,,javascript.builtins.Generator.throw,,,,,
Web/JavaScript/Reference/Global_Objects/GeneratorFunction,GeneratorFunction,javascript-class,,javascript.builtins.GeneratorFunction,,,,,
Web/JavaScript/Reference/Global_Objects/GeneratorFunction/GeneratorFunction,GeneratorFunction() constructor,javascript-constructor,,javascript.builtins.GeneratorFunction.GeneratorFunction,,,,,
Web/JavaScript/Reference/Global_Objects/GeneratorFunction/prototype,GeneratorFunction.prototype.prototype,javascript-instance-data-property,,,,,,,
Web/JavaScript/Reference/Global_Objects/globalThis,globalThis,javascript-global-property,,javascript.builtins.globalThis,,,,,
Web/JavaScript/Reference/Global_Objects/Infinity,Infinity,javascript-global-property,,javascript.builtins.Infinity,,,,,
Web/JavaScript/Reference/Global_Objects/Int16Array,Int16Array,javascript-class,,javascript.builtins.Int16Array,,,,,
Web/JavaScript/Reference/Global_Objects/Int16Array/Int16Array,Int16Array() constructor,javascript-constructor,,javascript.builtins.Int16Array.Int16Array,,,,,
Web/JavaScript/Reference/Global_Objects/Int32Array,Int32Array,javascript-class,,javascript.builtins.Int32Array,,,,,
Web/JavaScript/Reference/Global_Objects/Int32Array/Int32Array,Int32Array() constructor,javascript-constructor,,javascript.builtins.Int32Array.Int32Array,,,,,
Web/JavaScript/Reference/Global_Objects/Int8Array,Int8Array,javascript-class,,javascript.builtins.Int8Array,,,,,
Web/JavaScript/Reference/Global_Objects/Int8Array/Int8Array,Int8Array() constructor,javascript-constructor,,javascript.builtins.Int8Array.Int8Array,,,,,
Web/JavaScript/Reference/Global_Objects/InternalError,InternalError,javascript-class,non-standard,javascript.builtins.InternalError,,,,,
Web/JavaScript/Reference/Global_Objects/InternalError/InternalError,InternalError() constructor,javascript-constructor,non-standard,javascript.builtins.InternalError.InternalError,,,,,
Web/JavaScript/Reference/Global_Objects/Intl,Intl,javascript-namespace,,javascript.builtins.Intl,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Collator,Intl.Collator,javascript-class,,javascript.builtins.Intl.Collator,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Collator/Collator,Intl.Collator() constructor,javascript-constructor,,javascript.builtins.Intl.Collator.Collator,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Collator/compare,Intl.Collator.prototype.compare(),javascript-instance-method,,javascript.builtins.Intl.Collator.compare,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Collator/resolvedOptions,Intl.Collator.prototype.resolvedOptions(),javascript-instance-method,,javascript.builtins.Intl.Collator.resolvedOptions,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Collator/supportedLocalesOf,Intl.Collator.supportedLocalesOf(),javascript-static-method,,javascript.builtins.Intl.Collator.supportedLocalesOf,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/DateTimeFormat,Intl.DateTimeFormat,javascript-class,,javascript.builtins.Intl.DateTimeFormat,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/DateTimeFormat/DateTimeFormat,Intl.DateTimeFormat() constructor,javascript-constructor,,javascript.builtins.Intl.DateTimeFormat.DateTimeFormat,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/DateTimeFormat/format,Intl.DateTimeFormat.prototype.format(),javascript-instance-method,,javascript.builtins.Intl.DateTimeFormat.format,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/DateTimeFormat/formatRange,Intl.DateTimeFormat.prototype.formatRange(),javascript-instance-method,,javascript.builtins.Intl.DateTimeFormat.formatRange,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/DateTimeFormat/formatRangeToParts,Intl.DateTimeFormat.prototype.formatRangeToParts(),javascript-instance-method,,javascript.builtins.Intl.DateTimeFormat.formatRangeToParts,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/DateTimeFormat/formatToParts,Intl.DateTimeFormat.prototype.formatToParts(),javascript-instance-method,,javascript.builtins.Intl.DateTimeFormat.formatToParts,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/DateTimeFormat/resolvedOptions,Intl.DateTimeFormat.prototype.resolvedOptions(),javascript-instance-method,,javascript.builtins.Intl.DateTimeFormat.resolvedOptions,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/DateTimeFormat/supportedLocalesOf,Intl.DateTimeFormat.supportedLocalesOf(),javascript-static-method,,javascript.builtins.Intl.DateTimeFormat.supportedLocalesOf,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/DisplayNames,Intl.DisplayNames,javascript-class,,javascript.builtins.Intl.DisplayNames,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/DisplayNames/DisplayNames,Intl.DisplayNames() constructor,javascript-constructor,,javascript.builtins.Intl.DisplayNames.DisplayNames,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/DisplayNames/of,Intl.DisplayNames.prototype.of(),javascript-instance-method,,javascript.builtins.Intl.DisplayNames.of,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/DisplayNames/resolvedOptions,Intl.DisplayNames.prototype.resolvedOptions(),javascript-instance-method,,javascript.builtins.Intl.DisplayNames.resolvedOptions,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/DisplayNames/supportedLocalesOf,Intl.DisplayNames.supportedLocalesOf(),javascript-static-method,,javascript.builtins.Intl.DisplayNames.supportedLocalesOf,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/DurationFormat,Intl.DurationFormat,javascript-class,,javascript.builtins.Intl.DurationFormat,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/DurationFormat/DurationFormat,Intl.DurationFormat() constructor,javascript-constructor,,javascript.builtins.Intl.DurationFormat.DurationFormat,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/DurationFormat/format,Intl.DurationFormat.prototype.format(),javascript-instance-method,,javascript.builtins.Intl.DurationFormat.format,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/DurationFormat/formatToParts,Intl.DurationFormat.prototype.formatToParts(),javascript-instance-method,,javascript.builtins.Intl.DurationFormat.formatToParts,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/DurationFormat/resolvedOptions,Intl.DurationFormat.prototype.resolvedOptions(),javascript-instance-method,,javascript.builtins.Intl.DurationFormat.resolvedOptions,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/DurationFormat/supportedLocalesOf,Intl.DurationFormat.supportedLocalesOf(),javascript-static-method,,javascript.builtins.Intl.DurationFormat.supportedLocalesOf,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/getCanonicalLocales,Intl.getCanonicalLocales(),javascript-static-method,,javascript.builtins.Intl.getCanonicalLocales,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/ListFormat,Intl.ListFormat,javascript-class,,javascript.builtins.Intl.ListFormat,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/ListFormat/format,Intl.ListFormat.prototype.format(),javascript-instance-method,,javascript.builtins.Intl.ListFormat.format,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/ListFormat/formatToParts,Intl.ListFormat.prototype.formatToParts(),javascript-instance-method,,javascript.builtins.Intl.ListFormat.formatToParts,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/ListFormat/ListFormat,Intl.ListFormat() constructor,javascript-constructor,,javascript.builtins.Intl.ListFormat.ListFormat,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/ListFormat/resolvedOptions,Intl.ListFormat.prototype.resolvedOptions(),javascript-instance-method,,javascript.builtins.Intl.ListFormat.resolvedOptions,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/ListFormat/supportedLocalesOf,Intl.ListFormat.supportedLocalesOf(),javascript-static-method,,javascript.builtins.Intl.ListFormat.supportedLocalesOf,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale,Intl.Locale,javascript-class,,javascript.builtins.Intl.Locale,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/baseName,Intl.Locale.prototype.baseName,javascript-instance-accessor-property,,javascript.builtins.Intl.Locale.baseName,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/calendar,Intl.Locale.prototype.calendar,javascript-instance-accessor-property,,javascript.builtins.Intl.Locale.calendar,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/caseFirst,Intl.Locale.prototype.caseFirst,javascript-instance-accessor-property,,javascript.builtins.Intl.Locale.caseFirst,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/collation,Intl.Locale.prototype.collation,javascript-instance-accessor-property,,javascript.builtins.Intl.Locale.collation,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/getCalendars,Intl.Locale.prototype.getCalendars(),javascript-instance-method,,javascript.builtins.Intl.Locale.getCalendars,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/getCollations,Intl.Locale.prototype.getCollations(),javascript-instance-method,,javascript.builtins.Intl.Locale.getCollations,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/getHourCycles,Intl.Locale.prototype.getHourCycles(),javascript-instance-method,,javascript.builtins.Intl.Locale.getHourCycles,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/getNumberingSystems,Intl.Locale.prototype.getNumberingSystems(),javascript-instance-method,,javascript.builtins.Intl.Locale.getNumberingSystems,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/getTextInfo,Intl.Locale.prototype.getTextInfo(),javascript-instance-method,,javascript.builtins.Intl.Locale.getTextInfo,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/getTimeZones,Intl.Locale.prototype.getTimeZones(),javascript-instance-method,,javascript.builtins.Intl.Locale.getTimeZones,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/getWeekInfo,Intl.Locale.prototype.getWeekInfo(),javascript-instance-method,,javascript.builtins.Intl.Locale.getWeekInfo,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/hourCycle,Intl.Locale.prototype.hourCycle,javascript-instance-accessor-property,,javascript.builtins.Intl.Locale.hourCycle,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/language,Intl.Locale.prototype.language,javascript-instance-accessor-property,,javascript.builtins.Intl.Locale.language,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/Locale,Intl.Locale() constructor,javascript-constructor,,javascript.builtins.Intl.Locale.Locale,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/maximize,Intl.Locale.prototype.maximize(),javascript-instance-method,,javascript.builtins.Intl.Locale.maximize,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/minimize,Intl.Locale.prototype.minimize(),javascript-instance-method,,javascript.builtins.Intl.Locale.minimize,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/numberingSystem,Intl.Locale.prototype.numberingSystem,javascript-instance-accessor-property,,javascript.builtins.Intl.Locale.numberingSystem,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/numeric,Intl.Locale.prototype.numeric,javascript-instance-accessor-property,,javascript.builtins.Intl.Locale.numeric,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/region,Intl.Locale.prototype.region,javascript-instance-accessor-property,,javascript.builtins.Intl.Locale.region,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/script,Intl.Locale.prototype.script,javascript-instance-accessor-property,,javascript.builtins.Intl.Locale.script,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/toString,Intl.Locale.prototype.toString(),javascript-instance-method,,javascript.builtins.Intl.Locale.toString,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Locale/variants,Intl.Locale.prototype.variants,javascript-instance-accessor-property,,javascript.builtins.Intl.Locale.variants,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/NumberFormat,Intl.NumberFormat,javascript-class,,javascript.builtins.Intl.NumberFormat,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/NumberFormat/format,Intl.NumberFormat.prototype.format(),javascript-instance-method,,javascript.builtins.Intl.NumberFormat.format,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/NumberFormat/formatRange,Intl.NumberFormat.prototype.formatRange(),javascript-instance-method,,javascript.builtins.Intl.NumberFormat.formatRange,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/NumberFormat/formatRangeToParts,Intl.NumberFormat.prototype.formatRangeToParts(),javascript-instance-method,,javascript.builtins.Intl.NumberFormat.formatRangeToParts,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/NumberFormat/formatToParts,Intl.NumberFormat.prototype.formatToParts(),javascript-instance-method,,javascript.builtins.Intl.NumberFormat.formatToParts,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/NumberFormat/NumberFormat,Intl.NumberFormat() constructor,javascript-constructor,,javascript.builtins.Intl.NumberFormat.NumberFormat,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/NumberFormat/resolvedOptions,Intl.NumberFormat.prototype.resolvedOptions(),javascript-instance-method,,javascript.builtins.Intl.NumberFormat.resolvedOptions,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/NumberFormat/supportedLocalesOf,Intl.NumberFormat.supportedLocalesOf(),javascript-static-method,,javascript.builtins.Intl.NumberFormat.supportedLocalesOf,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/PluralRules,Intl.PluralRules,javascript-class,,javascript.builtins.Intl.PluralRules,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/PluralRules/PluralRules,Intl.PluralRules() constructor,javascript-constructor,,javascript.builtins.Intl.PluralRules.PluralRules,,,,,
